x,y,z
-113.40800000000,37.17500000000,6.6
-113.41100000000,37.17800000000,6
-113.41300000000,37.17200000000,4
-113.41400000000,37.17400000000,3.2
-178.08000000000,51.12700000000,26
143.03200000000,21.64800000000,322.5
-64.75400000000,19.10300000000,36.9
161.56000000000,-10.28000000000,58.8
-121.06800000000,40.14800000000,6.6
-67.35500000000,18.18500000000,12
-160.71800000000,56.13900000000,184
-148.16200000000,62.17200000000,31.1
172.94500000000,-43.36000000000,20.3
78.45800000000,-38.52000000000,10
142.77800000000,-2.69700000000,35
-176.25000000000,-21.84900000000,101.9
-68.39700000000,18.00400000000,64.7
-147.68700000000,60.68100000000,13.1
-178.51900000000,-28.47400000000,212.8
-119.13000000000,33.68600000000,10.7
-95.03500000000,16.81000000000,108.5
168.94600000000,-20.29500000000,10
-121.08800000000,40.17600000000,4.3
-96.64200000000,34.13600000000,5
-122.12300000000,-6.48300000000,10
-25.80500000000,0.82700000000,10
-94.33200000000,31.86000000000,5
-153.20300000000,60.03400000000,116.3
128.88700000000,-7.51000000000,158.2
85.03900000000,33.89700000000,14.6
-179.30800000000,-21.15100000000,608.7
-5.37900000000,32.41700000000,10.4
-178.32300000000,-32.64800000000,77.7
51.73000000000,28.66000000000,15
169.20900000000,-20.78400000000,25
168.96700000000,-20.41000000000,33.3
-68.35500000000,18.05600000000,78.7
130.32800000000,-3.56200000000,76.9
57.66000000000,26.62000000000,14.1
-121.09700000000,40.20500000000,6.1
-97.02700000000,35.52900000000,5
70.98300000000,36.55500000000,195.3
168.84500000000,-20.33200000000,10
-118.27300000000,33.90600000000,6.5
121.47400000000,1.17100000000,77.8
143.57300000000,39.80500000000,33
143.56500000000,39.87400000000,25.1
-25.62400000000,-57.90000000000,48.7
-64.68100000000,19.22800000000,35.3
-161.45600000000,53.50200000000,31.3
-67.70400000000,19.08600000000,11.8
-64.58700000000,19.10200000000,44.2
-64.67800000000,19.23000000000,32.6
-67.73900000000,19.05100000000,15.2
-121.09500000000,40.18400000000,4.8
-152.95100000000,60.07600000000,121.1
-72.94100000000,6.80800000000,162.4
-162.89800000000,53.91800000000,11.8
-149.96900000000,66.25900000000,19.6
66.52400000000,-10.07400000000,10
57.88200000000,26.72500000000,6.2
154.52500000000,-6.53200000000,72.2
-119.94000000000,34.40500000000,9.4
99.49500000000,-3.95200000000,20.1
57.77500000000,26.69000000000,15.9
-166.19000000000,53.33100000000,28.1
165.82700000000,-15.65700000000,57.1
-149.14400000000,62.83900000000,70.6
-90.54700000000,13.18400000000,88.1
128.02000000000,-3.03500000000,47.8
-150.75700000000,63.10700000000,115.6
-94.08100000000,16.92000000000,144.8
-155.30800000000,19.21500000000,6.9
143.77000000000,12.05200000000,40.2
95.63800000000,18.84000000000,66.9
-67.70900000000,18.95500000000,7.7
125.80600000000,9.67400000000,64.6
-88.81500000000,12.91100000000,10.1
169.45000000000,-18.93300000000,261.2
130.06300000000,-6.63100000000,145.7
-162.20700000000,54.63500000000,50.1
-121.45800000000,36.99600000000,9.9
-119.92800000000,34.41900000000,10.4
-76.35100000000,45.74700000000,13
-150.52600000000,62.99500000000,94.9
-119.93400000000,34.42000000000,10.6
121.69000000000,23.86200000000,59.8
120.86400000000,17.70000000000,19.9
-64.80400000000,18.66200000000,22.7
-101.13100000000,-36.02900000000,10
-98.50900000000,16.01900000000,1.4
-65.70000000000,18.79200000000,48.1
-97.00400000000,35.46900000000,5
