FID,city,day,max,min,weather,wind,windDesc,x,y
0,阿城,2017/5/4 0:00:00,12,-4,晴,西南风,小于3级~3-4级,116.057432700000007,36.172428730000000
1,安达,2017/5/4 0:00:00,12,-3,晴,西风,4-5级,125.384552400000004,46.535467130000001
2,安图,2017/5/4 0:00:00,13,-6,多云转晴,西北风~西风,小于3级,128.437651700000004,42.701033019999997
3,鞍山,2017/5/4 0:00:00,13,0,晴转多云,北风,4-5级~3-4级,123.007763299999993,41.118743680000001
4,阿鲁旗,2017/5/4 0:00:00,10,-4,晴转多云,东风,3-4级,104.269039300000003,25.020962730000001
5,阿巴嘎,2017/5/4 0:00:00,10,-6,晴转多云,西南风,4-5级,119.712977899999998,44.584151149999997
6,阿荣旗,2017/5/4 0:00:00,12,-4,晴转多云,西风,小于3级~3-4级,123.171954200000002,48.639988740000000
7,阿尔山,2017/5/4 0:00:00,7,-9,晴,西南风,3-4级,120.357533900000007,47.163696340000001
8,安新,2017/5/4 0:00:00,15,5,多云转小雨,北风~东风,小于3级,115.886730999999997,38.878255220000000
9,安国,2017/5/4 0:00:00,14,8,多云转小雨,北风~东风,小于3级,115.334826699999994,38.393739990000000
10,安平,2017/5/4 0:00:00,13,6,阴转小雨,东北风,3-4级,115.490415799999994,38.243195870000001
11,安泽,2017/5/4 0:00:00,16,9,小雨转小到中雨,北风,小于3级,112.307903699999997,36.164295529999997
12,安塞,2017/5/4 0:00:00,13,11,小雨转中雨,微风,小于3级,109.170681500000001,36.926919880000000
13,安康,2017/5/4 0:00:00,20,16,阴转小到中雨,微风,小于3级,109.038044600000006,32.704370449999999
14,安丘,2017/5/4 0:00:00,15,7,小雨,东北风,3-4级,119.155992299999994,36.335046470000002
15,阿拉尔,2017/5/4 0:00:00,20,6,阴,微风,小于3级,81.291736549999996,40.615680009999998
16,阿克苏,2017/5/4 0:00:00,20,8,阴转多云,微风,小于3级,81.156013150000007,40.349444300000002
17,阿瓦提,2017/5/4 0:00:00,20,8,阴,微风,小于3级,80.439931779999995,40.060787890000000
18,阿勒泰,2017/5/4 0:00:00,-4,-11,小雪,西风,3-4级,87.926214360000003,47.890135729999997
19,阿图什,2017/5/4 0:00:00,20,11,晴,微风,小于3级,76.867154020000001,40.131229699999999
20,阿克陶,2017/5/4 0:00:00,18,5,晴,微风,小于3级,75.258638110000007,38.632494330000000
21,阿合奇,2017/5/4 0:00:00,11,2,晴,西北风~微风,3-4级~小于3级,77.891628900000001,40.855268170000002
22,昂仁,2017/5/4 0:00:00,15,-1,阴转多云,微风,小于3级,86.629188189999994,29.956055390000000
23,安多,2017/5/4 0:00:00,3,-11,阴转多云,微风,小于3级,90.569314250000005,33.321681900000002
24,阿里,2017/5/4 0:00:00,8,-4,多云转阴,微风,小于3级,81.107668689999997,30.404556589999999
25,安定,2017/5/4 0:00:00,16,12,小雨,微风,小于3级,104.637623700000006,35.644415170000002
26,阿克塞,2017/5/4 0:00:00,23,7,扬沙转沙尘暴,东风,4-5级~6-7级,94.452300570000006,39.025889610000000
27,安阳,2017/5/4 0:00:00,9,6,小雨,东北风~北风,4-5级~3-4级,114.351806499999995,36.110266719999998
28,安陆,2017/5/4 0:00:00,22,18,多云转中雨,微风,小于3级,113.633387299999995,31.304354860000000
29,安吉,2017/5/4 0:00:00,31,18,多云,微风,小于3级,119.583157900000003,30.626370489999999
30,安庆,2017/5/4 0:00:00,30,19,多云转阴,南风~西南风,小于3级~3-4级,117.058738800000000,30.537897820000001
31,安溪,2017/5/4 0:00:00,32,21,多云,微风,小于3级,117.911632400000002,25.125684140000001
32,安义,2017/5/4 0:00:00,32,19,晴,微风,小于3级,115.595202400000005,28.836411859999998
33,安福,2017/5/4 0:00:00,31,20,晴,南风,小于3级,114.455590999999998,27.361338379999999
34,安远,2017/5/4 0:00:00,30,20,多云,微风,小于3级,115.396612599999997,25.238854100000001
35,安源,2017/5/4 0:00:00,33,19,多云转晴,西南风,小于3级,113.878868900000001,27.645394990000000
36,安仁,2017/5/4 0:00:00,33,21,多云转晴,南风,3-4级,113.365698899999998,26.580785899999999
37,安乡,2017/5/4 0:00:00,29,21,多云转阵雨,南风,小于3级,112.162436799999995,29.448996009999998
38,安化,2017/5/4 0:00:00,29,18,晴转阵雨,南风,小于3级,111.390781599999997,28.286580099999998
39,安顺,2017/5/4 0:00:00,27,16,多云转晴,南风,小于3级,105.928269999999998,26.228594579999999
40,安龙,2017/5/4 0:00:00,30,19,多云,南风,小于3级,105.380223900000004,25.139971169999999
41,安县,2017/5/4 0:00:00,23,17,小雨转阵雨,旋转风,小于3级,104.368786000000000,31.589181640000000
42,安岳,2017/5/4 0:00:00,30,20,多云转小雨,北风,小于3级,105.400875799999994,29.999677269999999
43,阿坝,2017/5/4 0:00:00,19,0,阴转多云,西南风,小于3级,102.228564700000007,31.905762859999999
44,都安,2017/5/4 0:00:00,30,23,多云,南风,小于3级,108.118060700000001,24.169778070000000
45,澳门,2017/5/4 0:00:00,26,22,多云,微风,小于3级,113.557519099999993,22.204117990000000
46,北京,2017/5/4 0:00:00,14,5,多云转小雨,微风,小于3级,116.395645000000002,39.929985780000003
47,宝山,2017/5/4 0:00:00,23,17,多云转阴,东南风~东风,小于3级,131.564835899999991,46.529227980000002
48,宝坻,2017/5/4 0:00:00,15,4,多云转小雨,东风,3-4级,117.411420600000000,39.615544000000000
49,北辰,2017/5/4 0:00:00,14,3,多云转小雨,东风,3-4级,117.180606100000006,39.259130630000001
50,北碚,2017/5/4 0:00:00,31,21,多云,微风,小于3级,106.520342499999998,29.866596070000000
51,巴南,2017/5/4 0:00:00,30,20,多云,微风,小于3级,106.758274200000002,29.378027970000002
52,璧山,2017/5/4 0:00:00,32,21,多云,微风,小于3级,106.198726600000001,29.567501510000000
53,宾县,2017/5/4 0:00:00,12,-3,晴,西南风,小于3级~3-4级,127.661612099999999,45.783825430000000
54,巴彦,2017/5/4 0:00:00,10,-4,晴,西南风,小于3级~3-4级,127.324287400000003,46.340415540000002
55,拜泉,2017/5/4 0:00:00,14,-4,晴转多云,西风,4-5级,126.021786000000006,47.592255649999998
56,北安,2017/5/4 0:00:00,11,-3,晴,西北风,3-4级,127.111546000000004,48.115945719999999
57,勃利,2017/5/4 0:00:00,11,-3,晴,西北风,3-4级,130.818169399999988,45.930545420000001
58,宝清,2017/5/4 0:00:00,11,-3,晴,西风,3-4级~4-5级,132.409278599999993,46.409383210000001
59,白城,2017/5/4 0:00:00,16,-4,晴,西风,3-4级,122.840776700000006,45.621086280000000
60,白山,2017/5/4 0:00:00,11,-5,晴,西风~西南风,小于3级~3-4级,126.435797699999995,41.945859400000003
61,本溪,2017/5/4 0:00:00,15,-1,晴,东北风,小于3级,123.778062399999996,41.325837630000002
62,本溪县,2017/5/4 0:00:00,15,-3,晴,东北风,小于3级,123.778062399999996,41.325837630000002
63,北镇,2017/5/4 0:00:00,13,1,多云,东北风,3-4级~小于3级,121.864549699999998,41.547118019999999
64,北票,2017/5/4 0:00:00,14,-2,晴转多云,东北风~南风,4-5级~3-4级,120.811884599999999,41.865071030000003
65,包头,2017/5/4 0:00:00,15,6,小雨转中雨,东风~东南风,3-4级,109.846238499999998,40.647119429999996
66,巴林左旗,2017/5/4 0:00:00,12,-5,晴转多云,东风,3-4级,119.280766400000005,44.203430810000000
67,巴林右旗,2017/5/4 0:00:00,11,-4,晴转多云,东风,3-4级,118.946089700000002,43.684786629999998
68,八里罕,2017/5/4 0:00:00,12,-4,晴转多云,东风,3-4级,119.382497299999997,44.080197939999998
69,博克图,2017/5/4 0:00:00,9,-7,晴转多云,西风,3-4级,123.289269399999995,49.027032050000003
70,保定,2017/5/4 0:00:00,13,7,多云转小雨,北风~东风,小于3级,115.494810200000003,38.886564550000003
71,博野,2017/5/4 0:00:00,14,8,多云转小雨,北风~东风,小于3级,115.487785700000003,38.459123140000003
72,霸州,2017/5/4 0:00:00,14,4,阴转小雨,东风,小于3级,116.574306000000007,39.109320080000003
73,泊头,2017/5/4 0:00:00,14,6,多云转阴,东北风,3-4级,116.389235999999997,38.090278710000000
74,柏乡,2017/5/4 0:00:00,11,8,小雨,北风,4-5级~3-4级,114.707424300000000,37.517418409999998
75,北戴河,2017/5/4 0:00:00,10,3,多云转阴,东北风~东风,3-4级,119.479320799999996,39.854292579999999
76,保德,2017/5/4 0:00:00,15,5,小雨转中雨,东南风,小于3级~5-6级,111.142834800000003,38.887135250000000
77,彬县,2017/5/4 0:00:00,14,11,小雨,微风,小于3级,108.067986300000001,35.051834970000002
78,白水,2017/5/4 0:00:00,13,9,小雨转中雨,微风,小于3级,109.570166099999994,35.271645919999997
79,白河,2017/5/4 0:00:00,20,15,阴转中雨,微风,小于3级,109.918374999999997,32.729864669999998
80,宝鸡,2017/5/4 0:00:00,15,13,中雨,微风,小于3级,107.170645500000006,34.364080809999997
81,博山,2017/5/4 0:00:00,15,7,小雨,东风,3-4级,117.965552799999998,36.425426899999998
82,滨州,2017/5/4 0:00:00,14,8,阴,东北风,4-5级~3-4级,117.968292399999996,37.405313939999999
83,博兴,2017/5/4 0:00:00,14,8,小雨转阴,东北风,4-5级~3-4级,118.225715300000005,37.191353849999999
84,白碱滩,2017/5/4 0:00:00,2,-4,小雪,微风,小于3级,85.177828509999998,45.633602430000003
85,巴音布鲁克,2017/5/4 0:00:00,-7,-20,小雪转多云,西北风~北风,5-6级,84.154628630000005,43.037189290000001
86,博湖,2017/5/4 0:00:00,18,3,多云转阴,北风,3-4级,86.885378770000003,41.857897989999998
87,巴仑台,2017/5/4 0:00:00,12,2,小雨转多云,北风~微风,3-4级~小于3级,86.318128200000004,42.751696920000001
88,拜城,2017/5/4 0:00:00,18,4,阴转晴,微风,小于3级,81.901235349999993,42.045285139999997
89,巴楚,2017/5/4 0:00:00,21,8,多云,微风,小于3级,78.907139000000001,39.618107500000001
90,布尔津,2017/5/4 0:00:00,-5,-12,多云转小雪,西风,4-5级,87.235518099999993,48.316006610000002
91,博乐,2017/5/4 0:00:00,-2,-6,多云,西北风,3-4级,81.874284680000002,44.844209020000001
92,白朗,2017/5/4 0:00:00,14,-2,阴转多云,微风,小于3级,89.104404450000004,28.820023970000001
93,波密,2017/5/4 0:00:00,13,6,小雨转阴,微风,小于3级,95.556585269999999,30.124827759999999
94,边坝,2017/5/4 0:00:00,13,6,小雨转阴,微风,小于3级,94.599888919999998,30.891830330000001
95,八宿,2017/5/4 0:00:00,13,6,小雨转阴,微风,小于3级,96.885641460000002,30.162297750000000
96,班戈,2017/5/4 0:00:00,6,-7,阴转多云,微风,小于3级,90.123401139999999,31.218112030000000
97,巴青,2017/5/4 0:00:00,7,-7,阴转多云,微风,小于3级,94.018948800000004,32.198838520000002
98,比如,2017/5/4 0:00:00,7,-7,阴转多云,微风,小于3级,93.493424140000002,31.447135540000001
99,班玛,2017/5/4 0:00:00,16,-1,雨夹雪转多云,西风,3-4级~4-5级,100.550428699999998,32.909735759999997
100,白银,2017/5/4 0:00:00,16,8,小雨,微风,小于3级,104.205649300000005,36.501821829999997
101,宝丰,2017/5/4 0:00:00,16,7,小雨转大雨,东北风,4-5级,113.035771499999996,33.915497350000003
102,博爱,2017/5/4 0:00:00,16,9,小雨转中雨,东风~东北风,4-5级,113.075078199999993,35.186006999999996
103,泌阳,2017/5/4 0:00:00,20,10,中雨,东北风,3-4级~4-5级,113.447174300000000,32.883863640000001
104,宝应,2017/5/4 0:00:00,23,17,阴转雷阵雨,东风,3-4级,119.455650800000001,33.225833659999999
105,滨海,2017/5/4 0:00:00,17,11,小雨,东北风,3-4级,120.026608699999997,34.092317180000002
106,保康,2017/5/4 0:00:00,15,13,中雨,微风,小于3级,111.209905000000006,31.719672650000000
107,巴东,2017/5/4 0:00:00,24,20,小雨转中雨,微风,小于3级,110.300617399999993,30.827452860000001
108,北仑,2017/5/4 0:00:00,28,17,多云,南风~东南风,小于3级,121.889418899999995,29.868332320000000
109,蚌埠,2017/5/4 0:00:00,21,15,中雨转雷阵雨,东北风~东风,4-5级,117.357079900000002,32.929498910000000
110,亳州,2017/5/4 0:00:00,19,12,大雨转中雨,东北风~东风,4-5级,115.787928199999996,33.871210570000002
111,保靖,2017/5/4 0:00:00,27,19,多云转阵雨,东南风,小于3级,109.573904700000000,28.672427710000001
112,白云,2017/5/4 0:00:00,27,18,多云,南风,小于3级,113.331306299999994,23.294514079999999
113,毕节,2017/5/4 0:00:00,31,15,多云转晴,微风,小于3级,105.333323399999998,27.408562130000000
114,北川,2017/5/4 0:00:00,24,17,小雨转阵雨,旋转风,小于3级,104.258341400000006,31.962527309999999
115,巴中,2017/5/4 0:00:00,22,19,中雨,旋转风,小于3级,106.757915800000006,31.869189160000001
116,布拖,2017/5/4 0:00:00,26,14,晴,旋转风,小于3级,102.881928000000002,27.599974199999998
117,宝兴,2017/5/4 0:00:00,23,14,小雨,南风~北风,小于3级,102.716893700000000,30.567649710000001
118,白玉,2017/5/4 0:00:00,20,2,多云,西风~南风,小于3级,99.291922020000001,31.052585680000000
119,巴塘,2017/5/4 0:00:00,23,7,阴转多云,西南风~南风,小于3级,99.300290950000004,29.916287659999998
120,博罗,2017/5/4 0:00:00,30,23,多云,微风,小于3级,114.288474800000003,23.352582049999999
121,宾川,2017/5/4 0:00:00,30,11,多云,微风,小于3级,100.627537700000005,25.875307429999999
122,保山,2017/5/4 0:00:00,22,12,小雨,微风,小于3级,99.177995609999996,25.120489200000002
123,宾阳,2017/5/4 0:00:00,31,23,多云,东南风,小于3级,108.940494700000002,23.168344340000001
124,博白,2017/5/4 0:00:00,31,23,阴转多云,南风,3-4级,109.878904500000004,22.066766170000001
125,北流,2017/5/4 0:00:00,31,24,阴转多云,南风,3-4级,110.467054599999997,22.528890369999999
126,百色,2017/5/4 0:00:00,37,22,晴,南风,小于3级,106.631821400000007,23.901512369999999
127,北海,2017/5/4 0:00:00,30,25,多云,南风,3-4级,109.122627899999998,21.472718239999999
128,白沙,2017/5/4 0:00:00,35,22,多云,微风,小于3级,109.358585599999998,19.216056139999999
129,保亭,2017/5/4 0:00:00,32,22,多云,微风,小于3级,109.656113399999995,18.597592349999999
130,朝阳,2017/5/4 0:00:00,14,5,多云转小雨,微风,小于3级,116.521694900000000,39.958953170000001
131,昌平,2017/5/4 0:00:00,14,5,多云转小雨,微风,小于3级,116.216456399999998,40.221723550000000
132,崇明,2017/5/4 0:00:00,22,16,多云转阴,东南风~东风,小于3级,121.535397500000002,31.633564929999999
133,重庆,2017/5/4 0:00:00,32,21,多云,微风,小于3级,106.530635000000004,29.544606110000000
134,长寿,2017/5/4 0:00:00,31,21,多云,微风,小于3级,107.146615400000002,29.960491359999999
135,城口,2017/5/4 0:00:00,20,15,阴转阵雨,微风,小于3级,108.741855200000003,31.888131390000002
136,长春,2017/5/4 0:00:00,13,-4,晴,东北风~西风,小于3级,125.313642400000006,43.898337609999999
137,长岭,2017/5/4 0:00:00,13,-4,晴,西南风,3-4级,123.866504300000003,44.305644530000002
138,长白,2017/5/4 0:00:00,11,-4,晴,西风~西南风,小于3级~3-4级,127.864358400000000,41.584709160000003
139,长海,2017/5/4 0:00:00,9,3,阴转多云,东北风~东风,5-6级~4-5级,122.748264500000005,39.260108529999997
140,昌图,2017/5/4 0:00:00,13,-3,晴,东北风~西南风,小于3级~3-4级,123.946409099999997,43.000462120000002
141,朝阳,2017/5/4 0:00:00,15,-2,晴转多云,东北风~南风,4-5级~3-4级,116.521694900000000,39.958953170000001
142,赤峰,2017/5/4 0:00:00,12,-4,晴转多云,东风,3-4级,118.930761200000006,42.297112319999997
143,赤城,2017/5/4 0:00:00,12,1,晴转小雨,西北风~东南风,3-4级~小于3级,115.892222700000005,40.956026260000002
144,崇礼,2017/5/4 0:00:00,12,-1,晴转小雨,西北风~东南风,3-4级~小于3级,115.219890899999996,41.026059719999999
145,承德,2017/5/4 0:00:00,15,0,晴转多云,微风,小于3级,117.933822500000005,40.992521050000001
146,承德县,2017/5/4 0:00:00,14,2,晴转多云,微风,小于3级,118.125718300000003,40.973242180000000
147,沧州,2017/5/4 0:00:00,13,6,多云转阴,东北风,3-4级,116.863806499999995,38.297615350000001
148,沧县,2017/5/4 0:00:00,13,6,多云转阴,东北风,3-4级,116.862713799999995,38.302138700000000
149,成安,2017/5/4 0:00:00,12,8,小雨,北风,4-5级~3-4级,114.704774700000002,36.428150649999999
150,磁县,2017/5/4 0:00:00,12,8,小雨转中雨,北风,4-5级~3-4级,114.255100700000000,36.406730600000003
151,昌黎,2017/5/4 0:00:00,13,5,多云转阴,东北风~东风,3-4级,119.094621500000002,39.638021160000001
152,长治,2017/5/4 0:00:00,8,6,小到中雨,东南风,小于3级,113.120292100000000,36.201664389999998
153,长安,2017/5/4 0:00:00,15,11,小雨转中雨,东风,小于3级,114.592621600000001,38.076874799999999
154,淳化,2017/5/4 0:00:00,12,10,小雨转中雨,微风,小于3级,108.570218800000006,34.869115749999999
155,长武,2017/5/4 0:00:00,12,10,小雨转中雨,微风,小于3级,107.834799700000005,35.170581689999999
156,澄城,2017/5/4 0:00:00,14,11,小雨转中雨,微风,小于3级,109.901605200000006,35.222564490000003
157,城固,2017/5/4 0:00:00,21,18,小雨转中雨,微风,小于3级,107.260836999999995,33.223582829999998
158,陈仓,2017/5/4 0:00:00,15,12,中雨,微风,小于3级,106.923580900000005,34.482540080000000
159,长清,2017/5/4 0:00:00,13,7,小雨转阴,东北风,4-5级~3-4级,116.803552300000007,36.428570219999997
160,长岛,2017/5/4 0:00:00,11,6,小雨转多云,东北风~东风,6-7级~5-6级,120.755996199999998,38.077456269999999
161,昌乐,2017/5/4 0:00:00,15,7,小雨,东北风,3-4级,118.913913899999997,36.535532050000000
162,昌邑,2017/5/4 0:00:00,13,7,小雨,东北风,3-4级,126.326513100000000,44.023897560000002
163,苍山,2017/5/4 0:00:00,18,8,小雨转阴,东风~东南风,4-5级,117.998341800000006,34.865344010000001
164,曹县,2017/5/4 0:00:00,15,10,小到中雨,北风,3-4级,115.553600700000004,34.827952770000003
165,成武,2017/5/4 0:00:00,15,10,小到中雨,北风,3-4级,115.944988600000002,34.989110949999997
166,成山头,2017/5/4 0:00:00,9,5,阴转多云,东北风~东风,6-7级~5-6级,122.710805899999997,37.400766619999999
167,茌平,2017/5/4 0:00:00,13,8,小雨,北风,3-4级,116.180173800000006,36.588519730000002
168,昌吉,2017/5/4 0:00:00,2,-5,小雪,西北风~微风,3-4级~小于3级,87.073618049999993,44.175083450000002
169,策勒,2017/5/4 0:00:00,25,11,晴,微风,小于3级,81.097995720000000,37.084313860000002
170,错那,2017/5/4 0:00:00,6,-6,阵雪转多云,微风,小于3级,92.900839360000006,27.672829900000000
171,措美,2017/5/4 0:00:00,16,-4,阵雪转多云,微风,小于3级,91.515317830000001,28.576671160000000
172,察隅,2017/5/4 0:00:00,19,10,小雨转阴,微风,小于3级,97.069123599999998,28.681697629999999
173,昌都,2017/5/4 0:00:00,18,4,小雨转阴,微风,小于3级,97.185581580000004,31.140575630000001
174,察雅,2017/5/4 0:00:00,18,4,小雨转阴,微风,小于3级,97.843885610000001,30.589053310000001
175,措勤,2017/5/4 0:00:00,8,-4,多云转阴,微风,小于3级,85.210285810000002,30.749850800000001
176,称多,2017/5/4 0:00:00,15,0,雨夹雪转多云,西风,小于3级~3-4级,97.001973840000005,33.935171840000002
177,崇信,2017/5/4 0:00:00,14,10,小到中雨,东南风,小于3级,107.003776400000007,35.249102890000003
178,成县,2017/5/4 0:00:00,17,14,小到中雨,微风,小于3级,105.688288999999997,33.747296640000002
179,长垣,2017/5/4 0:00:00,12,8,中雨转小雨,东北风,4-5级,114.766903299999996,35.218127610000003
180,长葛,2017/5/4 0:00:00,16,7,中雨转小雨,东北风,4-5级,113.855568199999993,34.236601229999998
181,常熟,2017/5/4 0:00:00,25,18,多云转阴,东南风~东风,3-4级~4-5级,120.831485999999998,31.669446050000001
182,楚州,2017/5/4 0:00:00,20,12,雷阵雨转小雨,东北风~东风,3-4级,119.303106499999998,33.504017890000000
183,常州,2017/5/4 0:00:00,25,17,多云转阴,东南风,3-4级,119.981860999999995,31.771396740000000
184,蔡甸,2017/5/4 0:00:00,28,19,多云转雷阵雨,微风~东南风,小于3级~3-4级,113.972064599999996,30.456183520000000
185,赤壁,2017/5/4 0:00:00,32,20,多云转雷阵雨,微风~南风,小于3级~3-4级,113.889167599999993,29.742560739999998
186,崇阳,2017/5/4 0:00:00,32,19,晴转雷阵雨,微风,小于3级,114.067935000000006,29.461788700000000
187,长阳,2017/5/4 0:00:00,24,18,小雨转大雨,微风,小于3级,110.853968499999993,30.482854820000000
188,淳安,2017/5/4 0:00:00,29,18,晴转多云,南风~东南风,小于3级,118.895764900000003,29.614714230000001
189,长兴,2017/5/4 0:00:00,29,16,多云,微风~北风,小于3级~3-4级,119.819419800000006,30.983352790000001
190,慈溪,2017/5/4 0:00:00,29,17,多云转阵雨,南风~东南风,小于3级,121.338408299999998,30.189257120000001
191,苍南,2017/5/4 0:00:00,26,17,多云,西南风,3-4级,120.445542799999998,27.434436380000001
192,常山,2017/5/4 0:00:00,32,18,多云,微风,小于3级,118.547670499999995,28.973666160000001
193,长丰,2017/5/4 0:00:00,21,17,雷阵雨,东北风~东风,3-4级~4-5级,117.174438400000000,32.286111150000004
194,滁州,2017/5/4 0:00:00,24,17,雷阵雨,东北风~东风,小于3级~4-5级,118.324570399999999,32.317350599999997
195,巢湖,2017/5/4 0:00:00,13,9,小雨转阴,东风,小于3级,117.880490399999999,31.608732549999999
196,池州,2017/5/4 0:00:00,30,17,多云转阴,东南风~东风,小于3级~3-4级,117.494476800000001,30.660019250000001
197,长乐,2017/5/4 0:00:00,32,19,多云,南风,3-4级,119.562719799999996,25.915538439999999
198,城厢,2017/5/4 0:00:00,29,20,多云,微风,小于3级,118.954442599999993,25.433374870000002
199,长泰,2017/5/4 0:00:00,31,20,多云,微风,小于3级,117.812987399999997,24.744593710000000
200,长汀,2017/5/4 0:00:00,30,19,多云,微风,小于3级,116.371883999999994,25.696958500000001
201,崇仁,2017/5/4 0:00:00,33,18,晴,西南风,3-4级,116.066336500000006,27.714537230000001
202,崇义,2017/5/4 0:00:00,31,20,多云,微风,小于3级,114.199337000000000,25.679632269999999
203,长沙,2017/5/4 0:00:00,31,22,晴转多云,南风,小于3级,112.979352800000001,28.213478230000000
204,茶陵,2017/5/4 0:00:00,33,21,晴,南风,小于3级,113.652481300000005,26.806729310000001
205,常宁,2017/5/4 0:00:00,33,23,晴,南风,3-4级,112.435504399999999,26.365629349999999
206,郴州,2017/5/4 0:00:00,31,23,多云转晴,南风,3-4级,113.037704500000004,25.782263980000000
207,常德,2017/5/4 0:00:00,28,21,多云转阵雨,南风,小于3级,111.653718100000006,29.012148860000000
208,城步,2017/5/4 0:00:00,30,20,晴,南风,小于3级,110.325302699999995,26.325514569999999
209,慈利,2017/5/4 0:00:00,25,19,阴转阵雨,北风,小于3级,110.936200400000004,29.397692769999999
210,辰溪,2017/5/4 0:00:00,30,20,多云,南风,小于3级,110.273008899999994,27.895902090000000
211,赤水,2017/5/4 0:00:00,30,20,多云,东南风~南风,小于3级,105.920513099999994,28.493333650000000
212,长顺,2017/5/4 0:00:00,28,19,多云,南风,3-4级,106.404198199999996,26.000476129999999
213,岑巩,2017/5/4 0:00:00,31,19,多云,北风,小于3级,108.707446800000000,27.365340799999998
214,从江,2017/5/4 0:00:00,30,23,多云,北风,小于3级,108.729733300000007,25.718843939999999
215,册亨,2017/5/4 0:00:00,34,21,多云,南风,小于3级,105.838606499999997,24.923561930000002
216,成都,2017/5/4 0:00:00,26,18,小雨转阴,微风,小于3级,104.067923500000006,30.679942850000000
217,崇州,2017/5/4 0:00:00,26,18,小雨转阴,北风,小于3级,103.529466900000003,30.719640920000000
218,长宁,2017/5/4 0:00:00,32,20,多云转晴,微风,小于3级,121.387616100000002,31.213301500000000
219,苍溪,2017/5/4 0:00:00,23,19,小到中雨,微风,小于3级,106.113282999999996,31.918551659999999
220,从化,2017/5/4 0:00:00,30,21,多云,微风,小于3级,113.684823800000004,23.680249329999999
221,潮阳,2017/5/4 0:00:00,29,22,多云,东南风~南风,小于3级,116.485447500000006,23.347253899999998
222,澄海,2017/5/4 0:00:00,27,21,多云,东南风~南风,小于3级,116.814807799999997,23.532996550000000
223,赤坎,2017/5/4 0:00:00,28,23,多云,微风,小于3级,110.379722999999998,21.287667890000002
224,潮州,2017/5/4 0:00:00,30,21,多云,微风,小于3级,116.630076000000003,23.661811680000000
225,潮安,2017/5/4 0:00:00,30,21,多云,微风,小于3级,116.633844600000003,23.725926800000000
226,呈贡,2017/5/4 0:00:00,23,13,多云,西南风~微风,3-4级~小于3级,102.872617399999996,24.871681729999999
227,昌宁,2017/5/4 0:00:00,22,10,小雨,微风,小于3级,99.591112179999996,24.758162810000002
228,澄江,2017/5/4 0:00:00,26,14,多云,西南风,4-5级,102.946850299999994,24.678380080000000
229,楚雄,2017/5/4 0:00:00,25,14,多云,微风,小于3级,101.328637999999998,24.880252469999999
230,沧源,2017/5/4 0:00:00,27,12,多云转阴,微风,小于3级,99.270497930000005,23.274581269999999
231,崇左,2017/5/4 0:00:00,33,23,多云转晴,东南风,小于3级,107.357321999999996,22.415455300000001
232,苍梧,2017/5/4 0:00:00,31,23,多云,东风,小于3级,111.298352100000002,23.626737949999999
233,岑溪,2017/5/4 0:00:00,31,22,多云,东风,小于3级,111.028720199999995,22.925290990000001
234,长洲,2017/5/4 0:00:00,27,18,多云,东风,小于3级,111.189914200000004,23.560200009999999
235,澄迈,2017/5/4 0:00:00,36,23,多云,微风,小于3级,109.996736200000001,19.693135070000000
236,昌江,2017/5/4 0:00:00,37,24,多云,微风,小于3级,117.186199900000005,29.272154839999999
237,大兴,2017/5/4 0:00:00,14,5,多云转小雨,微风,小于3级,116.425194599999998,39.652790119999999
238,东丽,2017/5/4 0:00:00,13,5,多云转小雨,东风,3-4级,117.414782299999999,39.139604640000002
239,大港,2017/5/4 0:00:00,8,0,晴,西北风~西南风,3-4级~小于3级,117.380794399999999,38.729572869999998
240,垫江,2017/5/4 0:00:00,28,20,多云,微风,小于3级,107.444444500000003,30.259498449999999
241,大足,2017/5/4 0:00:00,31,20,多云,微风,小于3级,105.747626400000001,29.660708520000000
242,东宁,2017/5/4 0:00:00,13,-3,多云转晴,微风~西北风,小于3级~4-5级,130.850389100000001,44.032435739999997
243,大兴安岭,2017/5/4 0:00:00,9,-6,晴转多云,西风~西北风,小于3级~4-5级,124.196104199999994,51.991788970000002
244,大庆,2017/5/4 0:00:00,12,-3,多云转晴,北风~西北风,3-4级,125.021839700000001,46.596709019999999
245,杜尔伯特,2017/5/4 0:00:00,12,-4,多云转晴,北风~西北风,小于3级~3-4级,124.246512600000003,46.561613540000003
246,德惠,2017/5/4 0:00:00,14,-6,晴,东北风~西风,小于3级,125.769044399999999,44.510507150000002
247,敦化,2017/5/4 0:00:00,12,-5,多云转晴,西北风~西风,小于3级,128.239499300000006,43.560201839999998
248,大安,2017/5/4 0:00:00,14,-4,晴,西风,3-4级,104.877566400000006,29.411547700000000
249,东丰,2017/5/4 0:00:00,11,-4,多云转晴,西风,小于3级,125.454808900000003,42.683933900000000
250,东辽,2017/5/4 0:00:00,12,-3,多云转晴,西风,小于3级,125.184931199999994,42.947925130000002
251,大连,2017/5/4 0:00:00,11,4,阴转多云,东北风~东风,5-6级~4-5级,121.593477800000002,38.948709940000001
252,丹东,2017/5/4 0:00:00,15,3,多云转晴,北风,小于3级,124.338543099999995,40.129022829999997
253,东港,2017/5/4 0:00:00,16,4,多云转晴,北风,小于3级,119.377851699999994,35.469377330000000
254,大石桥,2017/5/4 0:00:00,14,-1,晴转多云,东北风,4-5级,122.571551099999994,40.646915450000002
