FID,city,day,max,min,weather,wind,windDesc,x,y
517,皋兰,2017/5/4 0:00:00,19,13,浮尘转小雨,微风,小于3级,103.890466900000007,36.394687879999999
518,古浪,2017/5/4 0:00:00,13,7,小雨转多云,南风~北风,4-5级,103.342923499999998,37.531271709999999
519,高台,2017/5/4 0:00:00,18,9,扬沙转多云,东风~西北风,5-6级,99.607521370000001,39.541674770000000
520,瓜州,2017/5/4 0:00:00,22,5,扬沙转沙尘暴,东风,4-5级~6-7级,95.804712830000000,40.734286869999998
521,甘谷,2017/5/4 0:00:00,18,14,小雨,微风,小于3级,105.274531800000005,34.809420549999999
522,广河,2017/5/4 0:00:00,16,11,多云转小雨,微风,小于3级,103.631140000000002,35.478027099999998
523,固原,2017/5/4 0:00:00,14,9,小雨,南风~微风,4-5级~小于3级,106.285268000000002,36.021523479999999
524,巩义,2017/5/4 0:00:00,11,8,中雨,东风~东北风,4-5级,113.039590000000004,34.703798880000001
525,光山,2017/5/4 0:00:00,21,16,中雨,东北风,4-5级,114.843161899999998,31.941431720000001
526,固始,2017/5/4 0:00:00,19,16,小雨转中雨,东北风,4-5级,115.709743200000005,32.136943899999999
527,高淳,2017/5/4 0:00:00,24,18,多云转阴,东风,小于3级~3-4级,118.971899800000003,31.336381350000000
528,高邮,2017/5/4 0:00:00,24,18,阴,东风,3-4级,119.503406999999996,32.835943700000001
529,赣榆,2017/5/4 0:00:00,14,11,多云转小雨,东北风,3-4级,119.041399900000002,34.889529699999997
530,灌云,2017/5/4 0:00:00,17,12,多云转小雨,东北风,3-4级,119.392775200000003,34.406832170000001
531,灌南,2017/5/4 0:00:00,18,13,多云转小雨,东北风,3-4级,119.446396899999996,34.175194869999999
532,谷城,2017/5/4 0:00:00,16,12,中雨,微风,小于3级,111.495957799999999,32.173451559999997
533,公安,2017/5/4 0:00:00,27,19,多云转小雨,微风,小于3级,112.153617600000004,29.957130180000000
534,广水,2017/5/4 0:00:00,25,16,雷阵雨转中雨,微风,小于3级,113.812619100000006,31.682325020000000
535,固镇,2017/5/4 0:00:00,20,14,大雨转雷阵雨,东北风~东风,4-5级,117.354034100000007,33.272840930000001
536,涡阳,2017/5/4 0:00:00,20,14,大雨转中雨,东北风~东风,4-5级,116.223550500000002,33.557949049999998
537,广德,2017/5/4 0:00:00,28,18,阴,东南风~东风,小于3级~3-4级,119.364712900000001,30.893949750000001
538,古田,2017/5/4 0:00:00,31,17,多云,微风,小于3级,118.879540000000006,26.618899039999999
539,光泽,2017/5/4 0:00:00,31,19,多云,微风,小于3级,117.355536000000001,27.655597570000001
540,共青城,2017/5/4 0:00:00,12,5,阴转多云,微风,小于3级,84.843714300000002,44.723425740000003
541,广丰,2017/5/4 0:00:00,33,19,多云转晴,东北风,小于3级,118.277125299999994,28.364109169999999
542,广昌,2017/5/4 0:00:00,34,19,晴,西南风,3-4级,116.363116500000004,26.761885360000001
543,高安,2017/5/4 0:00:00,31,19,多云,微风,小于3级,115.304481899999999,28.365231810000001
544,赣州,2017/5/4 0:00:00,31,20,多云,微风,小于3级,114.935909100000003,25.845295539999999
545,赣县,2017/5/4 0:00:00,31,20,多云,微风,小于3级,115.072586000000001,25.902025439999999
546,贵溪,2017/5/4 0:00:00,32,19,晴,微风,小于3级,117.197870399999999,28.190604459999999
547,桂阳,2017/5/4 0:00:00,30,22,多云转晴,南风,3-4级,112.608107599999997,25.893490020000002
548,桂东,2017/5/4 0:00:00,26,19,多云转晴,南风,3-4级,113.906401299999999,25.986644739999999
549,古丈,2017/5/4 0:00:00,29,20,多云转阵雨,东南风,小于3级,110.008149099999997,28.603594319999999
550,贵阳,2017/5/4 0:00:00,28,19,多云,南风,小于3级,106.709177100000005,26.629906739999999
551,关岭,2017/5/4 0:00:00,29,18,多云转晴,南风,小于3级,105.568726699999999,25.862190439999999
552,贵定,2017/5/4 0:00:00,28,20,多云,南风,3-4级,107.203903699999998,26.433663750000001
553,广安,2017/5/4 0:00:00,29,21,阴转小雨,南风,小于3级,106.758911999999995,30.599249990000001
554,古蔺,2017/5/4 0:00:00,36,20,多云,旋转风,小于3级,105.936293300000003,27.983319450000000
555,高县,2017/5/4 0:00:00,31,19,多云转晴,微风,小于3级,104.593066399999998,28.463200489999998
556,珙县,2017/5/4 0:00:00,32,19,多云转晴,微风,小于3级,104.806618000000000,28.196990140000000
557,甘洛,2017/5/4 0:00:00,33,14,多云转晴,旋转风,小于3级,102.767400699999996,28.974853440000000
558,甘孜,2017/5/4 0:00:00,21,3,多云,西风~西南风,小于3级,101.969232099999999,30.055144110000001
559,广汉,2017/5/4 0:00:00,27,19,小雨转阴,南风,小于3级,104.298475800000006,31.006480880000002
560,广元,2017/5/4 0:00:00,21,17,小到中雨,微风,小于3级,105.819686899999994,32.441040160000000
561,广州,2017/5/4 0:00:00,29,22,多云,微风,小于3级,113.307649699999999,23.120049099999999
562,高明,2017/5/4 0:00:00,29,23,多云,微风,小于3级,112.683258300000006,22.824522680000001
563,广宁,2017/5/4 0:00:00,29,22,阴转多云,微风,小于3级,112.443316499999995,23.677207020000001
564,高要,2017/5/4 0:00:00,28,22,阴转多云,微风,小于3级,112.461712100000000,23.082587100000001
565,高州,2017/5/4 0:00:00,30,23,多云,北风~南风,3-4级~4-5级,110.975605400000006,22.035521650000000
566,个旧,2017/5/4 0:00:00,23,16,多云,微风,小于3级,103.149154699999997,23.305692440000001
567,广南,2017/5/4 0:00:00,34,17,晴,微风,小于3级,105.006490400000004,23.967819899999999
568,耿马,2017/5/4 0:00:00,30,14,多云转阴,微风,小于3级,99.434265499999995,23.641730400000000
569,桂林,2017/5/4 0:00:00,27,21,阴,南风,小于3级,110.260920100000007,25.262901249999999
570,灌阳,2017/5/4 0:00:00,26,21,阵雨转阴,南风,小于3级,111.077708400000006,25.458880829999998
571,恭城,2017/5/4 0:00:00,29,22,阵雨转阴,南风,小于3级,110.909447299999997,24.949325580000000
572,贵港,2017/5/4 0:00:00,30,24,多云,南风,小于3级,109.613707599999998,23.103373160000000
573,桂平,2017/5/4 0:00:00,30,23,多云,南风,小于3级,110.087118899999993,23.333280620000000
574,高雄,2017/5/4 0:00:00,30,23,阴转多云,微风,小于3级,111.590952799999997,21.946482249999999
575,海淀,2017/5/4 0:00:00,14,5,多云转小雨,微风,小于3级,116.239677799999996,40.033162050000001
576,怀柔,2017/5/4 0:00:00,14,4,多云转小雨,微风,小于3级,116.593408400000001,40.638139340000002
577,汉沽,2017/5/4 0:00:00,8,-2,晴,西北风~西南风,3-4级~小于3级,117.873530099999996,39.247773180000003
578,合川,2017/5/4 0:00:00,31,21,多云,微风,小于3级,106.318028799999993,30.118708259999998
579,哈尔滨,2017/5/4 0:00:00,12,-3,晴,西风,小于3级~3-4级,126.657716899999997,45.773224630000001
580,海林,2017/5/4 0:00:00,10,-5,多云转晴,微风~西北风,小于3级~4-5级,129.221414100000004,44.903617439999998
581,桦川,2017/5/4 0:00:00,13,-4,晴,西南风,小于3级~5-6级,130.963017600000001,46.989258419999999
582,桦南,2017/5/4 0:00:00,13,-3,晴,西南风,小于3级~5-6级,130.637015399999996,46.306671719999997
583,海伦,2017/5/4 0:00:00,11,-4,晴,西风,4-5级,126.897129199999995,47.447269599999998
584,黑河,2017/5/4 0:00:00,11,-3,晴,西北风,3-4级,127.500830300000004,50.250690089999999
585,呼玛,2017/5/4 0:00:00,7,-5,晴转多云,西风~西北风,小于3级~4-5级,124.912002299999997,51.813130090000001
586,虎林,2017/5/4 0:00:00,10,-3,晴,西北风~西南风,小于3级~3-4级,133.121106099999992,45.997276200000002
587,鹤岗,2017/5/4 0:00:00,13,-4,晴,西风,3-4级,130.292472099999998,47.338665900000002
588,桦甸,2017/5/4 0:00:00,12,-4,晴,微风,小于3级,127.041392400000007,43.056631099999997
589,和龙,2017/5/4 0:00:00,14,-4,多云转晴,西北风~西风,小于3级,128.911210799999992,42.466442290000003
590,珲春,2017/5/4 0:00:00,16,-1,多云转晴,西北风~西风,小于3级,130.702366600000005,43.074719340000001
591,辉南,2017/5/4 0:00:00,11,-4,晴,西北风~东风,小于3级,126.342724200000006,42.557948889999999
592,海城,2017/5/4 0:00:00,13,-1,晴转多云,北风,4-5级~3-4级,109.165343600000000,21.518620779999999
593,桓仁,2017/5/4 0:00:00,14,-2,晴,东北风,小于3级,125.290027899999998,41.261815880000000
594,黑山,2017/5/4 0:00:00,14,-3,多云,东北风,3-4级~小于3级,122.260735900000000,41.799697889999997
595,葫芦岛,2017/5/4 0:00:00,12,0,多云,东北风,4-5级,120.860757599999999,40.743029880000002
596,呼和浩特,2017/5/4 0:00:00,16,6,多云转中雨,东风~东南风,3-4级,111.660350500000007,40.828318869999997
597,和林,2017/5/4 0:00:00,14,5,阴转中雨,东南风,小于3级,107.689169500000006,30.579829140000001
598,化德,2017/5/4 0:00:00,5,-3,多云转小雨,东南风,3-4级,114.165737899999996,41.979126379999997
599,河南,2017/5/4 0:00:00,15,8,小雨转中雨,东南风,4-5级,101.556307300000000,34.511389739999998
600,杭锦旗,2017/5/4 0:00:00,12,4,小雨转中雨,东南风,4-5级,108.212828200000004,40.212873150000000
601,海力素,2017/5/4 0:00:00,10,6,中雨,东风~东南风,5-6级~4-5级,105.938977300000005,41.810486380000000
602,杭锦后旗,2017/5/4 0:00:00,12,8,中雨,东北风~东风,4-5级~3-4级,107.033453699999995,40.890870780000000
603,海拉尔,2017/5/4 0:00:00,8,-7,晴转多云,西风,小于3级~4-5级,120.042882100000000,49.279245459999999
604,霍林郭勒,2017/5/4 0:00:00,8,-9,晴转多云,北风~南风,3-4级,119.579748400000000,45.528106059999999
605,怀安,2017/5/4 0:00:00,11,3,晴转小雨,西北风~东南风,3-4级~小于3级,114.502607400000002,40.559533580000000
606,怀来,2017/5/4 0:00:00,13,5,晴转小雨,西北风~东南风,3-4级~小于3级,115.634060599999998,40.347983640000002
607,海兴,2017/5/4 0:00:00,12,5,多云转阴,东北风,4-5级~3-4级,117.567264300000005,38.142470220000000
608,黄骅,2017/5/4 0:00:00,12,5,多云转阴,东北风,4-5级~3-4级,117.400216999999998,38.401521850000002
609,河间,2017/5/4 0:00:00,14,5,多云转阴,东北风,3-4级,116.271592799999993,38.483721430000003
610,衡水,2017/5/4 0:00:00,12,7,小雨,东北风,3-4级,115.686228700000001,37.746929049999999
611,邯郸,2017/5/4 0:00:00,11,8,小雨,北风,4-5级~3-4级,114.482693900000001,36.609307930000000
612,浑源,2017/5/4 0:00:00,12,4,多云转小雨,东北风~东南风,4-5级~3-4级,113.710758999999996,39.634162359999998
613,和顺,2017/5/4 0:00:00,6,3,小雨转雨夹雪,微风,小于3级,113.474934500000003,37.348373700000003
614,壶关,2017/5/4 0:00:00,8,5,小到中雨,东南风,小于3级,113.371997899999997,35.992651930000001
615,洪洞,2017/5/4 0:00:00,18,12,小雨转小到中雨,北风,小于3级,111.659377899999996,36.325514179999999
616,霍州,2017/5/4 0:00:00,18,12,小雨转小到中雨,北风,小于3级,111.830835600000000,36.599677829999997
617,侯马,2017/5/4 0:00:00,18,12,小雨转小到中雨,北风,小于3级,111.371509200000006,35.621785490000001
618,河津,2017/5/4 0:00:00,15,11,小到中雨转小雨,东风,小于3级,110.708539299999998,35.631891050000000
619,怀仁,2017/5/4 0:00:00,11,6,多云转中雨,北风,小于3级,113.112304600000002,39.793570840000001
620,河曲,2017/5/4 0:00:00,14,3,小雨转中雨,东南风,小于3级~5-6级,111.359829300000001,39.206439529999997
621,户县,2017/5/4 0:00:00,14,12,小雨转中雨,东风,小于3级,108.592481300000003,34.003833649999997
622,黄陵,2017/5/4 0:00:00,12,10,小雨转中雨,微风,小于3级,108.953058299999995,35.628414249999999
623,黄龙,2017/5/4 0:00:00,12,10,小雨转中雨,微风,小于3级,109.945100699999998,35.702635710000003
624,横山,2017/5/4 0:00:00,18,10,阴转小雨,微风,小于3级,109.466991500000006,37.851606400000001
625,华县,2017/5/4 0:00:00,16,10,小雨转中雨,微风,小于3级,109.812703299999995,34.411964089999998
626,合阳,2017/5/4 0:00:00,14,10,小雨转中雨,微风,小于3级,110.191103600000005,35.208388190000001
627,韩城,2017/5/4 0:00:00,17,13,小雨转中雨,微风,小于3级,110.393773699999997,35.582782139999999
628,华阴,2017/5/4 0:00:00,17,12,小雨转中雨,微风,小于3级,110.058188200000004,34.532717880000000
629,汉阴,2017/5/4 0:00:00,20,16,阴转小到中雨,微风,小于3级,108.496954900000006,32.902520650000000
630,汉中,2017/5/4 0:00:00,19,16,小雨转中雨,微风,小于3级,107.045477599999998,33.081568980000000
631,桓台,2017/5/4 0:00:00,15,6,小雨,东风,3-4级,118.034367500000002,36.996290170000002
632,海阳,2017/5/4 0:00:00,15,8,阴转多云,东北风~东风,5-6级~4-5级,121.113614200000001,36.861587989999997
633,菏泽,2017/5/4 0:00:00,14,9,小到中雨,北风,3-4级,115.463359800000006,35.262440499999997
634,惠民,2017/5/4 0:00:00,14,7,阴,东北风,4-5级~3-4级,117.578983600000001,37.375971319999998
635,河口,2017/5/4 0:00:00,12,7,小雨转阴,东北风,4-5级~3-4级,118.620011599999998,37.969499929999998
636,呼图壁,2017/5/4 0:00:00,2,-4,小雪,西北风~微风,3-4级~小于3级,86.693166110000007,44.380955720000003
637,和静,2017/5/4 0:00:00,17,2,多云转阴,西北风~北风,4-5级~3-4级,85.200093429999995,42.828681289999999
638,和硕,2017/5/4 0:00:00,18,2,多云转阴,北风,3-4级,87.588716480000002,42.141076069999997
639,霍城,2017/5/4 0:00:00,2,-11,多云,微风,小于3级,80.781158529999999,44.309120430000000
640,霍尔果斯,2017/5/4 0:00:00,1,-12,多云,微风,小于3级,80.423863800000007,44.211871170000002
641,和布克赛尔蒙古自治县,2017/5/4 0:00:00,-2,-12,阵雪转多云,西风,3-4级,86.217435800000004,46.256702550000000
642,哈密,2017/5/4 0:00:00,17,9,浮尘转多云,东北风,4-5级,93.529373010000000,42.344467100000003
643,和田,2017/5/4 0:00:00,23,12,晴,微风,小于3级,79.915813729999996,37.153349740000003
644,哈巴河,2017/5/4 0:00:00,-5,-12,多云转小雪,西风,4-5级,86.409672959999995,48.316559030000001
645,湟源,2017/5/4 0:00:00,17,5,阵雨转多云,微风,小于3级,101.163177500000003,36.636354799999999
646,湟中,2017/5/4 0:00:00,16,5,阵雨转多云,微风,小于3级,101.544494400000005,36.579759410000001
647,海东,2017/5/4 0:00:00,21,10,阵雨转多云,东南风,4-5级,102.085206999999997,36.517610169999998
648,互助,2017/5/4 0:00:00,19,8,阵雨转多云,东南风,4-5级,102.151904500000001,36.849455270000000
649,化隆,2017/5/4 0:00:00,14,5,雨夹雪转多云,东南风,4-5级,102.243977999999998,36.071883030000002
650,黄南,2017/5/4 0:00:00,19,8,阴转多云,微风,小于3级,102.007600299999993,35.522851549999999
651,河南,2017/5/4 0:00:00,12,-2,雨夹雪转多云,微风,小于3级,101.556307300000000,34.511389739999998
652,海南,2017/5/4 0:00:00,16,8,多云,微风,小于3级,106.925397200000006,39.296209480000002
653,海西,2017/5/4 0:00:00,14,1,阴转多云,微风,小于3级,97.342625420000005,37.373799069999997
654,海北,2017/5/4 0:00:00,12,2,阴转多云,微风,小于3级,100.879802200000000,36.960654099999999
655,海晏,2017/5/4 0:00:00,12,2,阴转多云,微风,小于3级,100.843355099999997,37.114748319999997
656,华亭,2017/5/4 0:00:00,11,9,小到中雨,东南风,小于3级,106.608670300000000,35.205549580000003
657,环县,2017/5/4 0:00:00,15,10,小雨转中雨,微风,小于3级,107.072172199999997,36.616788640000003
658,华池,2017/5/4 0:00:00,14,10,小雨转中雨,微风,小于3级,108.034312299999996,36.444471970000002
659,合水,2017/5/4 0:00:00,14,10,小雨转中雨,微风,小于3级,108.317340599999994,36.014259860000003
660,徽县,2017/5/4 0:00:00,17,14,小到中雨,微风,小于3级,106.033316999999997,33.892851200000003
661,和政,2017/5/4 0:00:00,14,8,多云转小雨,微风,小于3级,103.298567700000007,35.345732329999997
662,合作,2017/5/4 0:00:00,13,4,阴转小雨,微风,小于3级,103.085649200000006,34.997259509999999
663,会宁,2017/5/4 0:00:00,13,8,小雨,微风,小于3级,105.101861000000000,35.963481739999999
664,贺兰,2017/5/4 0:00:00,18,12,小雨,南风~北风,4-5级~3-4级,106.266518000000005,38.687106890000003
665,惠农,2017/5/4 0:00:00,19,12,小雨,南风~北风,4-5级~3-4级,106.613773499999994,39.108073769999997
666,海原,2017/5/4 0:00:00,15,9,小雨,南风~北风,4-5级~3-4级,105.679648999999998,36.603124840000000
667,滑县,2017/5/4 0:00:00,12,9,小雨,东北风,4-5级,114.673647200000005,35.471733780000001
668,获嘉,2017/5/4 0:00:00,12,7,中雨,东北风,4-5级~3-4级,113.651968900000000,35.203480560000003
669,辉县,2017/5/4 0:00:00,12,7,中雨,东北风,4-5级~3-4级,113.687892000000005,35.543594470000002
670,淮滨,2017/5/4 0:00:00,21,16,小雨转中雨,东北风,4-5级,115.324560700000006,32.446573549999997
671,潢川,2017/5/4 0:00:00,21,17,中雨,东北风,4-5级,115.164409899999995,32.132798430000001
672,鹤壁,2017/5/4 0:00:00,13,7,小雨转中雨,东北风,4-5级,114.297769799999998,35.755425870000003
673,淮阳,2017/5/4 0:00:00,18,11,中雨,东北风,4-5级,114.902018200000001,33.709946649999999
674,海安,2017/5/4 0:00:00,22,15,多云转阴,南风~东风,小于3级~3-4级,120.473926899999995,32.553985070000003
675,海门,2017/5/4 0:00:00,22,16,多云转阴,南风~东风,小于3级~3-4级,121.312470099999999,31.956038870000000
676,邗江,2017/5/4 0:00:00,25,18,阴转多云,东风,3-4级,119.458263900000006,32.425830220000002
677,淮安,2017/5/4 0:00:00,19,12,雷阵雨转小雨,东北风~东风,3-4级,119.030186400000005,33.606512739999999
678,洪泽,2017/5/4 0:00:00,20,13,雷阵雨转小雨,东北风~东风,3-4级,118.828199799999993,33.235206280000000
679,黄陂,2017/5/4 0:00:00,27,19,多云转雷阵雨,微风,小于3级,114.364644200000001,30.985285900000001
680,汉川,2017/5/4 0:00:00,27,19,多云转雷阵雨,微风~东南风,小于3级~3-4级,113.681678399999996,30.622039210000001
681,黄冈,2017/5/4 0:00:00,29,19,多云转雷阵雨,微风,小于3级,114.906617999999995,30.446108939999998
682,红安,2017/5/4 0:00:00,24,18,多云转中雨,微风,小于3级,114.628118799999996,31.290122749999998
683,黄梅,2017/5/4 0:00:00,28,19,多云,微风,小于3级,115.941883399999995,29.998875659999999
684,黄石,2017/5/4 0:00:00,31,20,多云转雷阵雨,微风,小于3级,115.050683199999995,30.216127130000000
685,洪湖,2017/5/4 0:00:00,30,22,多云转雷阵雨,微风~南风,小于3级~3-4级,113.538914700000007,29.996772000000000
686,鹤峰,2017/5/4 0:00:00,22,18,小雨转中雨,微风,小于3级,110.200220099999996,29.918893900000000
687,杭州,2017/5/4 0:00:00,30,20,多云,南风~东风,小于3级,120.219375400000004,30.259244460000001
688,湖州,2017/5/4 0:00:00,30,17,多云,微风~北风,小于3级~3-4级,120.137243200000000,30.877925160000000
689,海宁,2017/5/4 0:00:00,28,17,晴,东南风~东风,3-4级~4-5级,120.618727100000001,30.442176799999999
690,海盐,2017/5/4 0:00:00,28,17,晴,东南风~东风,3-4级~4-5级,120.885575599999996,30.526042589999999
691,黄岩,2017/5/4 0:00:00,31,17,多云,南风~东南风,小于3级,121.088317799999999,28.604655279999999
692,合肥,2017/5/4 0:00:00,25,20,小雨转雷阵雨,南风~东风,小于3级~4-5级,117.282699100000002,31.866942259999998
693,怀远,2017/5/4 0:00:00,20,14,中雨转雷阵雨,东北风~东风,4-5级,117.042086499999996,33.037130750000003
694,淮南,2017/5/4 0:00:00,21,16,中雨转雷阵雨,东风,4-5级,117.018638899999999,32.642811819999999
695,怀宁,2017/5/4 0:00:00,29,19,多云转阴,西南风~南风,小于3级~3-4级,116.803526899999994,30.579024530000002
696,黄山市,2017/5/4 0:00:00,31,18,多云转阴,南风~西南风,小于3级,118.293569599999998,29.734434860000000
697,黄山区,2017/5/4 0:00:00,30,18,多云转阴,南风~西南风,小于3级,118.077546100000006,30.277745899999999
698,黄山风景区,2017/5/4 0:00:00,16,12,阴,西南风~南风,4-5级,106.624541699999995,29.570875760000000
699,淮北,2017/5/4 0:00:00,19,13,大雨转雷阵雨,东风,4-5级,116.791447399999996,33.960023309999997
700,霍邱,2017/5/4 0:00:00,21,17,雷阵雨,东北风~东风,3-4级~4-5级,116.173520900000000,32.201507329999998
701,霍山,2017/5/4 0:00:00,29,19,阴转雷阵雨,西南风~东风,小于3级~3-4级,116.246674999999996,31.287055800000001
702,含山,2017/5/4 0:00:00,13,8,小雨转阴,西风,小于3级,118.052070200000003,31.662082290000001
703,和县,2017/5/4 0:00:00,13,9,小雨转阴,西风,小于3级,118.293882400000001,31.716472240000002
704,涵江,2017/5/4 0:00:00,29,20,多云,微风,小于3级,119.079038900000000,25.604741720000000
705,惠安,2017/5/4 0:00:00,30,21,多云,微风,小于3级,118.809472900000003,24.991871440000001
706,华安,2017/5/4 0:00:00,31,19,多云,微风,小于3级,117.543804600000001,24.918688090000000
707,湖口,2017/5/4 0:00:00,30,19,晴,微风,小于3级,116.292561199999994,29.668060510000000
708,横峰,2017/5/4 0:00:00,34,20,多云转晴,东北风,小于3级,117.645197400000001,28.513847490000000
709,会昌,2017/5/4 0:00:00,31,20,多云,微风,小于3级,115.765151200000005,25.505756519999998
710,衡阳,2017/5/4 0:00:00,33,23,晴,南风,3-4级,112.583818800000003,26.898164420000001
711,衡山,2017/5/4 0:00:00,33,22,晴,南风,3-4级,112.719629999999995,27.281912380000001
712,衡东,2017/5/4 0:00:00,32,22,晴,南风,3-4级,113.029001600000001,27.085080219999998
713,衡阳县,2017/5/4 0:00:00,33,22,晴,南风,3-4级,112.351579400000006,27.109626110000001
714,衡南,2017/5/4 0:00:00,33,23,晴,南风,3-4级,112.648513800000003,26.759844900000001
715,汉寿,2017/5/4 0:00:00,29,21,多云转阵雨,南风,小于3级,112.044310600000003,28.864800230000000
716,华容,2017/5/4 0:00:00,31,21,多云,南风,3-4级,114.701471799999993,30.473067619999998
717,怀化,2017/5/4 0:00:00,30,21,多云,南风,小于3级,109.986958799999996,27.557482900000000
718,会同,2017/5/4 0:00:00,28,21,多云,南风,小于3级,109.809945400000004,26.914136370000001
719,洪江,2017/5/4 0:00:00,30,19,多云,南风,小于3级,110.087193400000004,27.239105320000000
720,花垣,2017/5/4 0:00:00,28,20,多云转阵雨,东南风,小于3级,109.439129100000002,28.431708400000002
721,花溪,2017/5/4 0:00:00,29,20,多云,南风,小于3级,106.665273200000001,26.397916930000001
722,汇川,2017/5/4 0:00:00,31,18,多云,东南风~南风,小于3级,107.003109800000004,27.887590180000000
723,红花岗,2017/5/4 0:00:00,31,18,多云,东南风~南风,小于3级,106.922651099999996,27.670445030000000
724,惠水,2017/5/4 0:00:00,29,20,多云,南风,3-4级,106.722223099999994,25.982996660000001
725,黄平,2017/5/4 0:00:00,28,21,多云,北风,小于3级,107.869244800000004,26.953081619999999
726,赫章,2017/5/4 0:00:00,33,16,多云转晴,微风,小于3级,104.638174899999996,27.135471450000001
727,华蓥,2017/5/4 0:00:00,29,19,阴转小雨,南风,小于3级,106.759411999999998,30.321832380000000
728,合江,2017/5/4 0:00:00,32,21,多云,旋转风,小于3级,105.931600099999997,28.751865250000002
729,洪雅,2017/5/4 0:00:00,28,19,阴转多云,西南风,小于3级,103.180159500000002,29.694316499999999
730,会理,2017/5/4 0:00:00,28,13,晴,旋转风,小于3级,102.263927100000004,26.591300799999999
731,会东,2017/5/4 0:00:00,29,16,晴,旋转风,小于3级,102.742967399999998,26.573608340000000
732,汉源,2017/5/4 0:00:00,27,15,阴转多云,南风~北风,小于3级,102.625136400000002,29.431575639999998
733,黑水,2017/5/4 0:00:00,25,4,阴转小雨,西南风,小于3级,103.055486999999999,32.165309780000001
734,红原,2017/5/4 0:00:00,17,-1,阴转小雨,西南风,小于3级,102.641150400000001,32.736132089999998
735,花都,2017/5/4 0:00:00,30,23,多云,微风,小于3级,113.220175499999996,23.446660999999999
736,惠州,2017/5/4 0:00:00,29,22,多云,微风,小于3级,114.410658100000006,23.113539849999999
737,惠阳,2017/5/4 0:00:00,29,22,多云,微风,小于3级,114.474565799999993,22.874748010000001
738,惠东,2017/5/4 0:00:00,29,22,多云,微风,小于3级,114.955517700000001,23.049117500000001
739,怀集,2017/5/4 0:00:00,28,21,阴转多云,微风,小于3级,112.180239999999998,23.974272950000000
740,鹤山,2017/5/4 0:00:00,28,22,多云,微风,小于3级,114.098454200000006,35.973345969999997
741,河源,2017/5/4 0:00:00,29,21,多云,微风,小于3级,114.713721500000005,23.757250849999998
742,和平,2017/5/4 0:00:00,29,20,多云,微风,小于3级,117.202813699999993,39.124808840000000
743,惠来,2017/5/4 0:00:00,29,21,多云,微风,小于3级,116.224798899999996,23.034046539999999
744,化州,2017/5/4 0:00:00,28,23,多云,北风~南风,3-4级~4-5级,110.539591500000000,21.845482260000001
745,海丰,2017/5/4 0:00:00,28,21,多云,微风,小于3级,115.286322299999995,22.969599519999999
746,鹤庆,2017/5/4 0:00:00,24,10,多云,微风,小于3级,100.277174500000001,26.335453609999998
747,红河,2017/5/4 0:00:00,31,17,多云,微风,小于3级,103.384064800000004,23.367717519999999
748,河口,2017/5/4 0:00:00,34,24,多云,微风,小于3级,118.620011599999998,37.969499929999998
749,会泽,2017/5/4 0:00:00,25,13,晴,微风,小于3级,103.468543600000004,26.462218270000001
750,华宁,2017/5/4 0:00:00,26,12,多云,西南风,4-5级,102.999067699999998,24.284812310000000
751,华坪,2017/5/4 0:00:00,34,16,晴,西风,3-4级,101.251729200000000,26.645807139999999
752,横县,2017/5/4 0:00:00,31,23,多云,东南风,小于3级,109.168926600000006,22.774919319999999
753,合山,2017/5/4 0:00:00,30,23,多云,南风,小于3级,108.942539900000000,23.802816140000001
754,贺州,2017/5/4 0:00:00,29,21,多云,南风,小于3级,111.552594200000001,24.411053549999998
755,河池,2017/5/4 0:00:00,30,22,多云,南风,小于3级,108.069947700000000,24.699520780000000
756,合浦,2017/5/4 0:00:00,31,25,多云,南风,3-4级,109.335393499999995,21.740444340000000
757,海口,2017/5/4 0:00:00,34,24,多云,微风,小于3级,110.330801800000003,20.022071279999999
758,香港,2017/5/4 0:00:00,28,22,多云,微风,小于3级,114.186124100000001,22.293585990000000
759,花莲,2017/5/4 0:00:00,28,23,阴转多云,微风,小于3级,110.476602299999996,19.437612089999998
760,嘉定,2017/5/4 0:00:00,24,17,多云转阴,东南风~东风,小于3级,121.251013499999999,31.364338060000001
761,金山,2017/5/4 0:00:00,25,16,多云转阴,东南风~东风,小于3级,121.248408200000000,30.835080779999998
762,静海,2017/5/4 0:00:00,14,5,多云转小雨,东风,3-4级,116.972772300000003,38.861262140000001
763,津南,2017/5/4 0:00:00,13,5,多云转小雨,东风,3-4级,117.392910000000001,38.969790529999997
764,蓟县,2017/5/4 0:00:00,15,5,多云转小雨,东风,3-4级,117.441159200000001,40.009613659999999
765,江津,2017/5/4 0:00:00,32,21,多云,微风,小于3级,106.269281899999996,29.035351190000000
766,佳木斯,2017/5/4 0:00:00,13,-4,晴,西南风,小于3级~5-6级,130.284734600000007,46.813779599999997
767,加格达奇,2017/5/4 0:00:00,9,-6,晴转多云,西风~西北风,小于3级~4-5级,119.785381299999997,49.232052279999998
768,嘉荫,2017/5/4 0:00:00,8,-11,晴,西北风~西风,小于3级~4-5级,130.008249699999993,48.769519789999997
769,鸡西,2017/5/4 0:00:00,11,-3,晴,西北风~西南风,小于3级~3-4级,130.941767300000009,45.321539889999997
770,鸡东,2017/5/4 0:00:00,11,-3,晴,西北风~西南风,小于3级~3-4级,131.225653700000009,45.273228209999999
